"placement_id","offer_id","candidate_id","job_id","placement_date","joining_date","placement_status","department","designation","job_code","job_title","job_status","department_id","end_client_id","vendor_id","location_id","assigned_recruiter_id","offer_date","offered_salary","offer_status","days_to_placement","days_from_placement_to_joining","placement_outcome"
244,528,6239,364,2026-06-27,2026-07-17,Active,Data & Analytics,Data Analyst,JOB-2026-00364,Data Analyst,Closed,2,22,13,19,1,2026-06-22,131000.00,Accepted,45,20,SUCCESSFUL
205,445,3456,943,2026-06-26,2026-08-15,Active,Data & Analytics,AI Engineer,JOB-2026-00943,AI Engineer,Closed,2,8,11,11,4,2026-06-24,83000.00,Accepted,34,50,SUCCESSFUL
88,82,9715,851,2026-06-25,2026-07-25,Active,Information Technology,Business Analyst,JOB-2026-00851,Business Analyst,Filled,6,3,11,9,3,2026-06-19,83000.00,Accepted,39,30,SUCCESSFUL
172,520,8113,835,2026-06-25,2026-07-30,Active,Technology,Senior Java Developer,JOB-2026-00835,Senior Java Developer,Closed,7,5,12,21,1,2026-06-20,130000.00,Accepted,45,35,SUCCESSFUL
160,141,7071,281,2026-06-25,2026-07-19,Active,Information Technology,AI Engineer,JOB-2026-00281,AI Engineer,Closed,6,3,16,1,4,2026-06-19,120000.00,Accepted,47,24,SUCCESSFUL
173,132,3739,113,2026-06-24,2026-08-17,Completed Guarantee Period,Technology,DevOps Engineer,JOB-2026-00113,DevOps Engineer,Open,7,21,13,17,1,2026-06-21,114000.00,Accepted,33,54,SUCCESSFUL
227,415,6308,195,2026-06-22,2026-08-16,Active,Technology,Senior Java Developer,JOB-2026-00195,Senior Java Developer,Open,7,2,15,4,3,2026-06-20,137000.00,Accepted,44,55,SUCCESSFUL
158,476,1307,364,2026-06-20,2026-07-21,Active,Data & Analytics,Data Analyst,JOB-2026-00364,Data Analyst,Closed,2,22,13,19,1,2026-06-14,185000.00,Accepted,34,31,SUCCESSFUL
131,190,5199,425,2026-06-20,2026-07-19,Active,Information Technology,DevOps Engineer,JOB-2026-00425,DevOps Engineer,Closed,6,7,12,19,4,2026-06-17,78000.00,Accepted,40,29,SUCCESSFUL
151,318,7965,293,2026-06-19,2026-08-13,Completed Guarantee Period,Information Technology,AI Engineer,JOB-2026-00293,AI Engineer,Open,6,7,15,18,1,2026-06-17,103000.00,Accepted,36,55,SUCCESSFUL
122,505,4595,894,2026-06-18,2026-07-21,Active,Information Technology,AI Engineer,JOB-2026-00894,AI Engineer,Closed,6,1,16,3,1,2026-06-14,107000.00,Accepted,49,33,SUCCESSFUL
70,461,8763,902,2026-06-18,2026-07-04,Active,Technology,Senior Java Developer,JOB-2026-00902,Senior Java Developer,Closed,7,5,13,15,1,2026-06-11,173000.00,Accepted,52,16,SUCCESSFUL
94,284,9612,767,2026-06-17,2026-07-05,Active,Technology,Senior Java Developer,JOB-2026-00767,Senior Java Developer,Filled,7,22,14,20,2,2026-06-16,186000.00,Accepted,34,18,SUCCESSFUL
141,282,4991,337,2026-06-17,2026-07-03,Active,Information Technology,ML Engineer,JOB-2026-00337,ML Engineer,Open,6,21,13,4,3,2026-06-14,158000.00,Accepted,42,16,SUCCESSFUL
105,237,8139,471,2026-06-16,2026-08-06,Active,Data & Analytics,Data Scientist,JOB-2026-00471,Data Scientist,Closed,2,1,14,18,3,2026-06-14,80000.00,Accepted,43,51,SUCCESSFUL
174,482,8647,265,2026-06-15,2026-07-21,Active,Information Technology,Senior Data Analyst,JOB-2026-00265,Senior Data Analyst,Filled,6,9,17,16,4,2026-06-14,117000.00,Accepted,39,36,SUCCESSFUL
250,277,2344,35,2026-06-13,2026-07-12,Active,Technology,Senior Java Developer,JOB-2026-00035,Senior Java Developer,Filled,7,3,17,5,4,2026-06-09,88000.00,Accepted,45,29,SUCCESSFUL
284,513,4613,733,2026-06-12,2026-07-10,Active,Data & Analytics,Data Scientist,JOB-2026-00733,Data Scientist,Open,2,7,15,19,2,2026-06-06,91000.00,Accepted,50,28,SUCCESSFUL
33,61,4441,44,2026-06-11,2026-07-28,Active,Technology,DevOps Engineer,JOB-2026-00044,DevOps Engineer,Open,7,22,12,4,3,2026-06-07,169000.00,Accepted,43,47,SUCCESSFUL
111,290,2092,81,2026-06-10,2026-06-25,Completed Guarantee Period,Technology,Data Analyst,JOB-2026-00081,Data Analyst,Open,7,6,13,19,3,2026-06-07,146000.00,Accepted,40,15,SUCCESSFUL
235,365,4288,834,2026-06-08,,Fell Through,Data & Analytics,AI Engineer,JOB-2026-00834,AI Engineer,Closed,2,2,17,16,3,2026-06-02,141000.00,Accepted,39,,UNSUCCESSFUL
239,471,9763,976,2026-06-08,2026-07-05,Active,Technology,DevOps Engineer,JOB-2026-00976,DevOps Engineer,Closed,7,10,16,9,4,2026-06-07,140000.00,Accepted,45,27,SUCCESSFUL
116,153,7397,184,2026-06-07,2026-06-18,Active,Technology,Data Analyst,JOB-2026-00184,Data Analyst,Filled,7,4,14,5,1,2026-06-04,121000.00,Accepted,42,11,SUCCESSFUL
59,397,6340,285,2026-06-07,2026-07-06,Completed Guarantee Period,Data & Analytics,DevOps Engineer,JOB-2026-00285,DevOps Engineer,Filled,2,4,17,13,4,2026-06-04,154000.00,Accepted,52,29,SUCCESSFUL
264,398,4681,882,2026-06-06,2026-06-26,Active,Technology,Full Stack Developer,JOB-2026-00882,Full Stack Developer,Open,7,21,16,10,4,2026-06-01,140000.00,Accepted,48,20,SUCCESSFUL
242,260,1687,954,2026-06-01,2026-07-06,Active,Information Technology,DevOps Engineer,JOB-2026-00954,DevOps Engineer,Filled,6,4,17,14,3,2026-05-30,126000.00,Accepted,38,35,SUCCESSFUL
275,371,6335,248,2026-05-31,2026-07-27,Active,Technology,Java Developer,JOB-2026-00248,Java Developer,Open,7,6,16,5,4,2026-05-30,75000.00,Accepted,41,57,SUCCESSFUL
134,508,5057,910,2026-05-31,2026-06-28,Active,Data & Analytics,AI Engineer,JOB-2026-00910,AI Engineer,Closed,2,6,17,15,4,2026-05-26,153000.00,Accepted,57,28,SUCCESSFUL
248,113,6243,103,2026-05-30,2026-07-22,Active,Data & Analytics,Data Scientist,JOB-2026-00103,Data Scientist,Filled,2,6,13,18,4,2026-05-24,140000.00,Accepted,43,53,SUCCESSFUL
43,396,3571,969,2026-05-30,2026-06-26,Active,Data & Analytics,Data Analyst,JOB-2026-00969,Data Analyst,Closed,2,8,14,14,1,2026-05-28,171000.00,Accepted,46,27,SUCCESSFUL
106,92,531,21,2026-05-29,2026-07-04,Active,Technology,ML Engineer,JOB-2026-00021,ML Engineer,Closed,7,1,11,5,3,2026-05-24,173000.00,Accepted,39,36,SUCCESSFUL
13,347,6458,638,2026-05-28,2026-07-19,Completed Guarantee Period,Technology,ML Engineer,JOB-2026-00638,ML Engineer,Closed,7,4,14,18,2,2026-05-22,171000.00,Accepted,37,52,SUCCESSFUL
18,98,8423,282,2026-05-28,,Fell Through,Information Technology,Data Analyst,JOB-2026-00282,Data Analyst,Closed,6,10,15,10,1,2026-05-27,110000.00,Accepted,49,,UNSUCCESSFUL
6,163,782,666,2026-05-27,2026-07-12,Completed Guarantee Period,Data & Analytics,AI Engineer,JOB-2026-00666,AI Engineer,Filled,2,6,11,1,2,2026-05-23,116000.00,Accepted,39,46,SUCCESSFUL
10,200,9604,882,2026-05-27,,Fell Through,Technology,Full Stack Developer,JOB-2026-00882,Full Stack Developer,Open,7,21,16,10,4,2026-05-20,126000.00,Accepted,44,,UNSUCCESSFUL
164,391,2148,61,2026-05-26,2026-07-02,Active,Information Technology,AI Engineer,JOB-2026-00061,AI Engineer,Filled,6,3,16,1,3,2026-05-19,143000.00,Accepted,37,37,SUCCESSFUL
159,275,1626,664,2026-05-26,2026-07-03,Completed Guarantee Period,Technology,Senior Data Analyst,JOB-2026-00664,Senior Data Analyst,Filled,7,2,14,7,1,2026-05-21,114000.00,Accepted,40,38,SUCCESSFUL
64,298,3710,809,2026-05-25,2026-06-08,Active,Technology,AI Engineer,JOB-2026-00809,AI Engineer,Open,7,21,13,15,4,2026-05-21,189000.00,Accepted,35,14,SUCCESSFUL
103,522,5008,785,2026-05-25,2026-06-17,Active,Information Technology,Data Scientist,JOB-2026-00785,Data Scientist,Open,6,7,16,14,2,2026-05-23,153000.00,Accepted,39,23,SUCCESSFUL
229,184,3519,702,2026-05-25,2026-06-08,Active,Technology,Senior Java Developer,JOB-2026-00702,Senior Java Developer,Open,7,8,11,1,4,2026-05-20,172000.00,Accepted,40,14,SUCCESSFUL
86,120,628,357,2026-05-22,2026-06-23,Active,Data & Analytics,Business Analyst,JOB-2026-00357,Business Analyst,Closed,2,2,16,20,2,2026-05-16,184000.00,Accepted,49,32,SUCCESSFUL
77,301,9999,724,2026-05-20,2026-07-16,Active,Data & Analytics,Senior Data Analyst,JOB-2026-00724,Senior Data Analyst,Closed,2,1,14,12,1,2026-05-18,136000.00,Accepted,46,57,SUCCESSFUL
32,26,5036,360,2026-05-16,2026-07-08,Active,Technology,Senior Java Developer,JOB-2026-00360,Senior Java Developer,Filled,7,9,11,19,2,2026-05-14,167000.00,Accepted,48,53,SUCCESSFUL
71,444,501,555,2026-05-15,2026-06-04,Active,Data & Analytics,Senior Java Developer,JOB-2026-00555,Senior Java Developer,Open,2,7,16,1,3,2026-05-08,80000.00,Accepted,60,20,SUCCESSFUL
31,327,9181,667,2026-05-11,2026-06-12,Active,Technology,ML Engineer,JOB-2026-00667,ML Engineer,Filled,7,22,17,14,4,2026-05-10,169000.00,Accepted,31,32,SUCCESSFUL
234,333,4328,622,2026-05-11,2026-06-07,Completed Guarantee Period,Technology,Data Analyst,JOB-2026-00622,Data Analyst,Closed,7,23,15,13,1,2026-05-06,149000.00,Accepted,46,27,SUCCESSFUL
232,330,4047,234,2026-05-10,2026-06-19,Active,Information Technology,Java Developer,JOB-2026-00234,Java Developer,Closed,6,10,15,16,1,2026-05-03,187000.00,Accepted,39,40,SUCCESSFUL
202,523,8833,503,2026-05-10,2026-06-28,Active,Information Technology,Business Analyst,JOB-2026-00503,Business Analyst,Filled,6,1,11,3,3,2026-05-04,160000.00,Accepted,42,49,SUCCESSFUL
188,206,6909,544,2026-05-08,,Fell Through,Information Technology,Java Developer,JOB-2026-00544,Java Developer,Filled,6,1,17,1,4,2026-05-04,190000.00,Accepted,37,,UNSUCCESSFUL
175,457,135,924,2026-05-08,,Fell Through,Technology,Senior Data Analyst,JOB-2026-00924,Senior Data Analyst,Open,7,21,16,2,1,2026-05-01,128000.00,Accepted,48,,UNSUCCESSFUL
62,420,3249,93,2026-05-07,2026-06-17,Active,Information Technology,DevOps Engineer,JOB-2026-00093,DevOps Engineer,Open,6,4,13,7,4,2026-05-06,113000.00,Accepted,36,41,SUCCESSFUL
237,305,4649,271,2026-05-06,2026-06-30,Active,Technology,Java Developer,JOB-2026-00271,Java Developer,Open,7,5,12,6,1,2026-05-05,127000.00,Accepted,45,55,SUCCESSFUL
246,54,8835,878,2026-05-06,2026-06-10,Completed Guarantee Period,Information Technology,DevOps Engineer,JOB-2026-00878,DevOps Engineer,Open,6,4,11,6,4,2026-05-02,141000.00,Accepted,50,35,SUCCESSFUL
178,147,5393,322,2026-05-03,2026-05-19,Active,Information Technology,DevOps Engineer,JOB-2026-00322,DevOps Engineer,Open,6,9,16,2,1,2026-04-27,66000.00,Accepted,40,16,SUCCESSFUL
44,239,6066,500,2026-05-01,2026-05-23,Active,Technology,Data Scientist,JOB-2026-00500,Data Scientist,Closed,7,9,15,9,4,2026-04-27,113000.00,Accepted,48,22,SUCCESSFUL
282,21,8788,197,2026-04-29,2026-05-20,Active,Information Technology,AI Engineer,JOB-2026-00197,AI Engineer,Open,6,9,13,11,1,2026-04-22,145000.00,Accepted,32,21,SUCCESSFUL
252,509,4902,503,2026-04-27,2026-05-23,Completed Guarantee Period,Information Technology,Business Analyst,JOB-2026-00503,Business Analyst,Filled,6,1,11,3,3,2026-04-26,170000.00,Accepted,40,26,SUCCESSFUL
11,279,5417,482,2026-04-27,2026-05-17,Active,Information Technology,Senior Java Developer,JOB-2026-00482,Senior Java Developer,Closed,6,22,16,10,4,2026-04-26,157000.00,Accepted,57,20,SUCCESSFUL
47,63,8518,622,2026-04-26,2026-05-14,Completed Guarantee Period,Technology,Data Analyst,JOB-2026-00622,Data Analyst,Closed,7,23,15,13,1,2026-04-23,185000.00,Accepted,53,18,SUCCESSFUL
83,130,9412,835,2026-04-24,2026-06-04,Active,Technology,Senior Java Developer,JOB-2026-00835,Senior Java Developer,Closed,7,5,12,21,1,2026-04-20,136000.00,Accepted,36,41,SUCCESSFUL
87,313,3745,552,2026-04-15,2026-05-22,Active,Technology,Data Analyst,JOB-2026-00552,Data Analyst,Filled,7,9,12,2,4,2026-04-12,172000.00,Accepted,52,37,SUCCESSFUL
113,293,7687,740,2026-04-13,2026-05-14,Active,Information Technology,Data Analyst,JOB-2026-00740,Data Analyst,Closed,6,9,12,10,4,2026-04-11,117000.00,Accepted,44,31,SUCCESSFUL
97,427,7402,990,2026-04-12,2026-05-25,Active,Data & Analytics,AI Engineer,JOB-2026-00990,AI Engineer,Filled,2,3,15,19,3,2026-04-11,101000.00,Accepted,32,43,SUCCESSFUL
65,315,3945,559,2026-04-11,2026-06-01,Active,Data & Analytics,AI Engineer,JOB-2026-00559,AI Engineer,Open,2,23,17,17,1,2026-04-08,137000.00,Accepted,33,51,SUCCESSFUL
171,243,5276,310,2026-04-11,2026-05-01,Completed Guarantee Period,Information Technology,Data Analyst,JOB-2026-00310,Data Analyst,Closed,6,8,17,10,4,2026-04-04,101000.00,Accepted,36,20,SUCCESSFUL
203,264,9887,606,2026-04-10,,Fell Through,Technology,Senior Data Analyst,JOB-2026-00606,Senior Data Analyst,Filled,7,2,14,5,1,2026-04-04,89000.00,Accepted,51,,UNSUCCESSFUL
17,453,7430,565,2026-04-02,2026-05-17,Active,Technology,Full Stack Developer,JOB-2026-00565,Full Stack Developer,Closed,7,3,12,9,4,2026-04-01,115000.00,Accepted,29,45,SUCCESSFUL
80,148,4466,778,2026-03-30,,Fell Through,Data & Analytics,Data Analyst,JOB-2026-00778,Data Analyst,Closed,2,21,11,12,2,2026-03-29,59000.00,Accepted,42,,UNSUCCESSFUL
38,240,8990,808,2026-03-29,2026-04-26,Active,Data & Analytics,Full Stack Developer,JOB-2026-00808,Full Stack Developer,Open,2,8,16,19,3,2026-03-22,154000.00,Accepted,29,28,SUCCESSFUL
135,271,193,728,2026-03-29,,Fell Through,Data & Analytics,Senior Java Developer,JOB-2026-00728,Senior Java Developer,Open,2,7,16,16,3,2026-03-22,172000.00,Accepted,51,,UNSUCCESSFUL
85,238,4556,33,2026-03-27,2026-04-09,Active,Technology,Senior Data Analyst,JOB-2026-00033,Senior Data Analyst,Open,7,3,12,5,4,2026-03-26,106000.00,Accepted,33,13,SUCCESSFUL
68,352,9396,795,2026-03-24,2026-04-10,Active,Information Technology,Data Analyst,JOB-2026-00795,Data Analyst,Filled,6,6,11,8,2,2026-03-22,158000.00,Accepted,30,17,SUCCESSFUL
256,422,7599,785,2026-03-23,2026-04-07,Active,Information Technology,Data Scientist,JOB-2026-00785,Data Scientist,Open,6,7,16,14,2,2026-03-16,102000.00,Accepted,46,15,SUCCESSFUL
194,546,2355,772,2026-03-20,2026-04-16,Active,Technology,Senior Data Analyst,JOB-2026-00772,Senior Data Analyst,Closed,7,10,12,6,4,2026-03-18,149000.00,Accepted,48,27,SUCCESSFUL
45,485,612,882,2026-03-18,2026-04-22,Completed Guarantee Period,Technology,Full Stack Developer,JOB-2026-00882,Full Stack Developer,Open,7,21,16,10,4,2026-03-17,109000.00,Accepted,39,35,SUCCESSFUL
245,102,6388,954,2026-03-17,2026-05-03,Active,Information Technology,DevOps Engineer,JOB-2026-00954,DevOps Engineer,Filled,6,4,17,14,3,2026-03-16,96000.00,Accepted,25,47,SUCCESSFUL
35,265,9508,727,2026-03-14,2026-03-25,Active,Information Technology,Java Developer,JOB-2026-00727,Java Developer,Open,6,8,11,8,1,2026-03-08,106000.00,Accepted,42,11,SUCCESSFUL
74,322,2128,410,2026-03-14,,Fell Through,Technology,Data Scientist,JOB-2026-00410,Data Scientist,Filled,7,21,11,11,4,2026-03-07,187000.00,Accepted,50,,UNSUCCESSFUL
55,210,3529,737,2026-03-13,2026-04-07,Active,Data & Analytics,Full Stack Developer,JOB-2026-00737,Full Stack Developer,Open,2,6,11,10,4,2026-03-11,78000.00,Accepted,34,25,SUCCESSFUL
165,473,4240,242,2026-03-12,2026-04-09,Active,Information Technology,DevOps Engineer,JOB-2026-00242,DevOps Engineer,Closed,6,22,14,8,3,2026-03-07,148000.00,Accepted,37,28,SUCCESSFUL
109,463,6040,173,2026-03-10,2026-03-26,Active,Technology,Senior Data Analyst,JOB-2026-00173,Senior Data Analyst,Open,7,22,12,14,4,2026-03-06,57000.00,Accepted,44,16,SUCCESSFUL
240,259,5421,991,2026-03-09,2026-03-31,Completed Guarantee Period,Information Technology,Data Scientist,JOB-2026-00991,Data Scientist,Open,6,1,11,6,4,2026-03-03,85000.00,Accepted,40,22,SUCCESSFUL
7,484,5694,537,2026-03-08,2026-03-25,Active,Technology,Java Developer,JOB-2026-00537,Java Developer,Closed,7,4,15,15,1,2026-03-06,151000.00,Accepted,42,17,SUCCESSFUL
162,217,3667,743,2026-03-07,2026-04-11,Active,Technology,Data Analyst,JOB-2026-00743,Data Analyst,Open,7,8,12,6,4,2026-03-05,115000.00,Accepted,40,35,SUCCESSFUL
238,19,6041,89,2026-03-07,2026-03-20,Active,Technology,Data Analyst,JOB-2026-00089,Data Analyst,Filled,7,7,14,15,1,2026-03-05,166000.00,Accepted,47,13,SUCCESSFUL
272,111,6590,519,2026-03-06,2026-04-05,Active,Information Technology,Business Analyst,JOB-2026-00519,Business Analyst,Open,6,2,12,19,3,2026-03-04,168000.00,Accepted,42,30,SUCCESSFUL
144,18,4484,145,2026-03-06,2026-04-03,Active,Technology,Data Scientist,JOB-2026-00145,Data Scientist,Open,7,8,11,14,4,2026-02-27,140000.00,Accepted,53,28,SUCCESSFUL
25,56,9851,835,2026-02-28,2026-04-03,Active,Technology,Senior Java Developer,JOB-2026-00835,Senior Java Developer,Closed,7,5,12,21,1,2026-02-24,156000.00,Accepted,43,34,SUCCESSFUL
253,186,9498,824,2026-02-28,2026-04-08,Active,Technology,Data Analyst,JOB-2026-00824,Data Analyst,Closed,7,1,16,9,3,2026-02-21,160000.00,Accepted,46,39,SUCCESSFUL
16,248,3636,555,2026-02-21,2026-03-10,Active,Data & Analytics,Senior Java Developer,JOB-2026-00555,Senior Java Developer,Open,2,7,16,1,3,2026-02-16,172000.00,Accepted,28,17,SUCCESSFUL
277,367,741,762,2026-02-18,,Fell Through,Technology,AI Engineer,JOB-2026-00762,AI Engineer,Closed,7,6,15,9,4,2026-02-16,158000.00,Accepted,48,,UNSUCCESSFUL
193,246,3309,215,2026-02-13,2026-03-22,Active,Technology,Java Developer,JOB-2026-00215,Java Developer,Open,7,2,15,11,1,2026-02-10,117000.00,Accepted,39,37,SUCCESSFUL
169,289,2462,945,2026-02-08,2026-03-28,Active,Technology,Senior Data Analyst,JOB-2026-00945,Senior Data Analyst,Open,7,5,15,7,4,2026-02-06,162000.00,Accepted,36,48,SUCCESSFUL
130,325,6998,343,2026-02-04,2026-02-24,Active,Technology,Senior Java Developer,JOB-2026-00343,Senior Java Developer,Open,7,1,17,20,3,2026-02-01,177000.00,Accepted,52,20,SUCCESSFUL
54,389,5056,606,2026-02-01,2026-02-24,Active,Technology,Senior Data Analyst,JOB-2026-00606,Senior Data Analyst,Filled,7,2,14,5,1,2026-01-31,93000.00,Accepted,33,23,SUCCESSFUL
51,195,3197,747,2026-01-31,2026-02-10,Completed Guarantee Period,Technology,Full Stack Developer,JOB-2026-00747,Full Stack Developer,Closed,7,7,11,9,3,2026-01-25,183000.00,Accepted,49,10,SUCCESSFUL
89,303,8721,575,2026-01-29,2026-03-04,Active,Data & Analytics,Java Developer,JOB-2026-00575,Java Developer,Open,2,8,14,12,1,2026-01-26,114000.00,Accepted,40,34,SUCCESSFUL
66,309,8706,86,2026-01-29,2026-03-18,Active,Data & Analytics,ML Engineer,JOB-2026-00086,ML Engineer,Closed,2,9,15,12,2,2026-01-27,177000.00,Accepted,43,48,SUCCESSFUL
247,440,1739,6,2026-01-28,2026-03-01,Active,Information Technology,ML Engineer,JOB-2026-00006,ML Engineer,Closed,6,8,12,5,3,2026-01-24,131000.00,Accepted,43,32,SUCCESSFUL
213,194,6653,674,2026-01-27,2026-02-10,Active,Technology,Senior Data Analyst,JOB-2026-00674,Senior Data Analyst,Filled,7,2,15,16,3,2026-01-26,151000.00,Accepted,35,14,SUCCESSFUL
108,469,2603,894,2026-01-26,2026-02-20,Active,Information Technology,AI Engineer,JOB-2026-00894,AI Engineer,Closed,6,1,16,3,1,2026-01-20,157000.00,Accepted,49,25,SUCCESSFUL
90,39,9569,613,2026-01-24,2026-02-12,Completed Guarantee Period,Data & Analytics,ML Engineer,JOB-2026-00613,ML Engineer,Open,2,1,16,7,3,2026-01-21,104000.00,Accepted,35,19,SUCCESSFUL
219,55,5167,584,2026-01-21,,Fell Through,Technology,Data Scientist,JOB-2026-00584,Data Scientist,Closed,7,23,14,3,4,2026-01-16,187000.00,Accepted,40,,UNSUCCESSFUL
96,85,2697,181,2026-01-14,2026-02-25,Active,Data & Analytics,Full Stack Developer,JOB-2026-00181,Full Stack Developer,Filled,2,6,17,18,1,2026-01-08,168000.00,Accepted,43,42,SUCCESSFUL
258,286,9010,821,2026-01-10,2026-02-04,Active,Data & Analytics,Business Analyst,JOB-2026-00821,Business Analyst,Closed,2,6,16,11,3,2026-01-08,135000.00,Accepted,35,25,SUCCESSFUL
241,179,5661,906,2026-01-05,,Fell Through,Information Technology,Full Stack Developer,JOB-2026-00906,Full Stack Developer,Closed,6,8,12,3,1,2026-01-04,152000.00,Accepted,47,,UNSUCCESSFUL
73,383,8370,129,2025-12-26,2026-01-10,Active,Technology,AI Engineer,JOB-2026-00129,AI Engineer,Filled,7,21,17,1,2,2025-12-25,134000.00,Accepted,39,15,SUCCESSFUL
138,555,6859,567,2025-12-25,2026-01-09,Active,Information Technology,Business Analyst,JOB-2026-00567,Business Analyst,Filled,6,7,16,17,1,2025-12-21,154000.00,Accepted,43,15,SUCCESSFUL
251,266,6704,360,2025-12-20,2026-01-08,Active,Technology,Senior Java Developer,JOB-2026-00360,Senior Java Developer,Filled,7,9,11,19,2,2025-12-15,144000.00,Accepted,41,19,SUCCESSFUL
281,53,6731,598,2025-12-13,2026-01-29,Active,Data & Analytics,Senior Data Analyst,JOB-2026-00598,Senior Data Analyst,Filled,2,3,13,6,4,2025-12-10,151000.00,Accepted,44,47,SUCCESSFUL
137,388,6551,90,2025-12-12,2026-01-31,Completed Guarantee Period,Technology,Data Analyst,JOB-2026-00090,Data Analyst,Open,7,4,16,15,4,2025-12-11,57000.00,Accepted,38,50,SUCCESSFUL
198,502,8825,741,2025-12-11,2026-01-27,Active,Technology,Full Stack Developer,JOB-2026-00741,Full Stack Developer,Open,7,6,17,8,1,2025-12-09,121000.00,Accepted,37,47,SUCCESSFUL
215,172,9212,851,2025-12-11,2026-01-27,Active,Information Technology,Business Analyst,JOB-2026-00851,Business Analyst,Filled,6,3,11,9,3,2025-12-09,105000.00,Accepted,39,47,SUCCESSFUL
9,465,1540,715,2025-12-07,2025-12-26,Active,Information Technology,DevOps Engineer,JOB-2026-00715,DevOps Engineer,Closed,6,7,11,8,2,2025-12-01,101000.00,Accepted,50,19,SUCCESSFUL
52,76,4755,671,2025-12-04,,Fell Through,Technology,AI Engineer,JOB-2026-00671,AI Engineer,Closed,7,4,15,4,2,2025-12-01,152000.00,Accepted,34,,UNSUCCESSFUL
8,364,6386,449,2025-12-01,2026-01-20,Active,Technology,AI Engineer,JOB-2026-00449,AI Engineer,Open,7,10,14,20,2,2025-11-25,160000.00,Accepted,52,50,SUCCESSFUL
30,452,918,254,2025-11-26,2026-01-03,Active,Information Technology,Full Stack Developer,JOB-2026-00254,Full Stack Developer,Closed,6,9,14,17,4,2025-11-22,140000.00,Accepted,38,38,SUCCESSFUL
179,295,6611,715,2025-11-26,2026-01-18,Active,Information Technology,DevOps Engineer,JOB-2026-00715,DevOps Engineer,Closed,6,7,11,8,2,2025-11-22,76000.00,Accepted,43,53,SUCCESSFUL
136,166,4016,284,2025-11-26,2026-01-03,Completed Guarantee Period,Technology,AI Engineer,JOB-2026-00284,AI Engineer,Open,7,10,15,18,1,2025-11-23,119000.00,Accepted,44,38,SUCCESSFUL
76,368,6119,159,2025-11-23,2025-12-06,Active,Information Technology,Senior Java Developer,JOB-2026-00159,Senior Java Developer,Closed,6,5,11,3,2,2025-11-21,154000.00,Accepted,46,13,SUCCESSFUL
184,553,5038,614,2025-11-21,2025-12-05,Active,Data & Analytics,Full Stack Developer,JOB-2026-00614,Full Stack Developer,Open,2,9,17,11,2,2025-11-15,117000.00,Accepted,39,14,SUCCESSFUL
266,357,4513,727,2025-11-16,2025-11-25,Active,Information Technology,Java Developer,JOB-2026-00727,Java Developer,Open,6,8,11,8,1,2025-11-11,83000.00,Accepted,39,9,SUCCESSFUL
26,566,9479,700,2025-11-14,2025-12-24,Completed Guarantee Period,Technology,Data Analyst,JOB-2026-00700,Data Analyst,Closed,7,4,17,20,3,2025-11-07,80000.00,Accepted,30,40,SUCCESSFUL
212,556,5710,173,2025-11-10,2025-12-01,Completed Guarantee Period,Technology,Senior Data Analyst,JOB-2026-00173,Senior Data Analyst,Open,7,22,12,14,4,2025-11-08,118000.00,Accepted,43,21,SUCCESSFUL
163,526,1874,284,2025-10-27,2025-11-12,Active,Technology,AI Engineer,JOB-2026-00284,AI Engineer,Open,7,10,15,18,1,2025-10-24,98000.00,Accepted,35,16,SUCCESSFUL
75,354,635,658,2025-10-27,2025-12-01,Active,Data & Analytics,Full Stack Developer,JOB-2026-00658,Full Stack Developer,Closed,2,8,14,1,4,2025-10-26,109000.00,Accepted,41,35,SUCCESSFUL
99,477,7751,712,2025-10-26,2025-11-15,Active,Data & Analytics,AI Engineer,JOB-2026-00712,AI Engineer,Open,2,23,16,8,1,2025-10-21,164000.00,Accepted,36,20,SUCCESSFUL
230,181,7537,162,2025-10-26,2025-11-10,Completed Guarantee Period,Data & Analytics,Full Stack Developer,JOB-2026-00162,Full Stack Developer,Filled,2,23,17,15,3,2025-10-24,138000.00,Accepted,39,15,SUCCESSFUL
195,530,6524,745,2025-10-25,2025-12-13,Active,Data & Analytics,Full Stack Developer,JOB-2026-00745,Full Stack Developer,Closed,2,21,14,18,3,2025-10-21,164000.00,Accepted,31,49,SUCCESSFUL
118,490,6916,307,2025-10-18,2025-11-26,Active,Technology,Senior Data Analyst,JOB-2026-00307,Senior Data Analyst,Filled,7,2,13,3,2,2025-10-14,148000.00,Accepted,53,39,SUCCESSFUL
123,449,433,798,2025-10-15,2025-11-15,Completed Guarantee Period,Information Technology,Java Developer,JOB-2026-00798,Java Developer,Open,6,6,15,14,4,2025-10-12,101000.00,Accepted,37,31,SUCCESSFUL
154,448,5439,682,2025-10-15,2025-11-21,Active,Information Technology,Full Stack Developer,JOB-2026-00682,Full Stack Developer,Filled,6,4,13,13,2,2025-10-10,153000.00,Accepted,39,37,SUCCESSFUL
196,551,9512,152,2025-10-13,2025-12-04,Active,Data & Analytics,Business Analyst,JOB-2026-00152,Business Analyst,Closed,2,9,16,18,3,2025-10-07,167000.00,Accepted,26,52,SUCCESSFUL
57,323,1656,7,2025-10-10,2025-11-19,Active,Technology,Business Analyst,JOB-2026-00007,Business Analyst,Open,7,1,17,5,1,2025-10-08,135000.00,Accepted,39,40,SUCCESSFUL
