"offer_id","application_id","offer_date","offered_salary","offer_status","joining_date","candidate_id","job_id","job_title","min_salary","max_salary","salary_position","difference_from_salary_midpoint","final_offer_status"
64,25864,2026-07-14,150000.00,Accepted,2026-08-22,5976,364,Data Analyst,64278.00,106120.00,ABOVE RANGE,64801.00,Accepted
414,12565,2026-01-05,150000.00,Rescinded,,6373,576,Senior Data Analyst,86849.00,146640.00,ABOVE RANGE,33255.50,Rescinded
436,28441,2026-06-30,150000.00,Accepted,2026-08-25,3690,811,Data Scientist,56380.00,114858.00,ABOVE RANGE,64381.00,Accepted
241,24477,2026-08-04,150000.00,Accepted,2026-09-10,7104,545,ML Engineer,128655.00,153241.00,WITHIN RANGE,9052.00,Accepted
546,8381,2026-03-18,149000.00,Accepted,2026-04-16,2355,772,Senior Data Analyst,70540.00,100207.00,ABOVE RANGE,63626.50,Accepted
426,20560,2026-08-15,149000.00,Negotiating,,5110,82,Senior Data Analyst,81774.00,129562.00,ABOVE RANGE,43332.00,Negotiating
550,9910,2026-03-24,149000.00,Declined,,155,889,Full Stack Developer,90650.00,125319.00,ABOVE RANGE,41015.50,Declined
121,19261,2026-07-19,149000.00,Accepted,2026-08-30,7683,930,Java Developer,42276.00,87741.00,ABOVE RANGE,83991.50,Accepted
333,29571,2026-05-06,149000.00,Accepted,2026-06-07,4328,622,Data Analyst,47184.00,85513.00,ABOVE RANGE,82651.50,Accepted
491,8237,2026-02-24,149000.00,Declined,,6738,983,Data Scientist,43052.00,88210.00,ABOVE RANGE,83369.00,Declined
4,9718,2026-08-05,149000.00,Accepted,2026-10-02,6491,541,Senior Java Developer,71148.00,104902.00,ABOVE RANGE,60975.00,Accepted
297,11453,2026-06-27,148000.00,Accepted,2026-08-03,7268,605,Senior Java Developer,74982.00,128767.00,ABOVE RANGE,46125.50,Accepted
473,17880,2026-03-07,148000.00,Accepted,2026-04-09,4240,242,DevOps Engineer,51728.00,98581.00,ABOVE RANGE,72845.50,Accepted
122,16869,2025-12-03,148000.00,Declined,,6952,352,Full Stack Developer,80154.00,129112.00,ABOVE RANGE,43367.00,Declined
490,19632,2025-10-14,148000.00,Accepted,2025-11-26,6916,307,Senior Data Analyst,101444.00,124971.00,ABOVE RANGE,34792.50,Accepted
90,20294,2025-10-10,148000.00,Declined,,3837,85,Senior Java Developer,76601.00,123145.00,ABOVE RANGE,48127.00,Declined
521,16487,2026-08-12,148000.00,Declined,,6745,585,DevOps Engineer,64782.00,93360.00,ABOVE RANGE,68929.00,Declined
411,4993,2026-08-24,148000.00,Accepted,2026-09-21,2227,881,Senior Java Developer,98224.00,130642.00,ABOVE RANGE,33567.00,Accepted
116,17761,2025-07-15,148000.00,Accepted,2025-09-02,7029,275,DevOps Engineer,48624.00,73635.00,ABOVE RANGE,86870.50,Accepted
272,9415,2026-05-06,148000.00,Declined,,3374,361,Data Analyst,52292.00,107306.00,ABOVE RANGE,68201.00,Declined
22,24970,2026-08-10,147000.00,Declined,,8521,541,Senior Java Developer,71148.00,104902.00,ABOVE RANGE,58975.00,Declined
28,5211,2026-03-26,147000.00,Negotiating,,9722,860,DevOps Engineer,72930.00,128205.00,ABOVE RANGE,46432.50,Negotiating
145,12181,2026-07-29,147000.00,Rescinded,,8002,437,Java Developer,67370.00,101412.00,ABOVE RANGE,62609.00,Rescinded
278,4811,2026-03-07,147000.00,Negotiating,,3285,714,Senior Java Developer,99880.00,134806.00,ABOVE RANGE,29657.00,Negotiating
429,3149,2026-08-28,147000.00,Extended,,2530,533,AI Engineer,65250.00,96480.00,ABOVE RANGE,66135.00,Extended
524,12873,2025-09-15,146000.00,Extended,,5617,786,Data Analyst,53816.00,85580.00,ABOVE RANGE,76302.00,Extended
290,1832,2026-06-07,146000.00,Accepted,2026-06-25,2092,81,Data Analyst,28690.00,62788.00,ABOVE RANGE,100261.00,Accepted
366,21767,2026-06-25,146000.00,Accepted,2026-08-09,2939,344,Full Stack Developer,56460.00,116090.00,ABOVE RANGE,59725.00,Accepted
21,3993,2026-04-22,145000.00,Accepted,2026-05-20,8788,197,AI Engineer,115816.00,151880.00,WITHIN RANGE,11152.00,Accepted
362,18033,2026-08-23,145000.00,Accepted,2026-09-16,9760,84,DevOps Engineer,95080.00,147865.00,WITHIN RANGE,23527.50,Accepted
126,15857,2026-07-13,145000.00,Declined,,212,718,DevOps Engineer,60000.00,114527.00,ABOVE RANGE,57736.50,Declined
474,22262,2026-08-02,145000.00,Accepted,2026-09-24,1610,724,Senior Data Analyst,87936.00,128972.00,ABOVE RANGE,36546.00,Accepted
568,13174,2025-11-25,145000.00,Negotiating,,1521,712,AI Engineer,52430.00,81558.00,ABOVE RANGE,78006.00,Negotiating
34,27137,2026-05-29,145000.00,Negotiating,,358,43,AI Engineer,111200.00,163366.00,WITHIN RANGE,7717.00,Negotiating
1,27194,2026-02-25,144000.00,Accepted,2026-04-06,9696,655,Data Analyst,51920.00,72981.00,ABOVE RANGE,81549.50,Accepted
338,27387,2026-03-04,144000.00,Declined,,9650,930,Java Developer,42276.00,87741.00,ABOVE RANGE,78991.50,Declined
266,15271,2025-12-15,144000.00,Accepted,2026-01-08,6704,360,Senior Java Developer,104580.00,158729.00,WITHIN RANGE,12345.50,Accepted
204,14283,2025-06-27,144000.00,Extended,,6350,605,Senior Java Developer,74982.00,128767.00,ABOVE RANGE,42125.50,Extended
428,28656,2026-09-06,144000.00,Negotiating,,6548,467,Business Analyst,42392.00,68636.00,ABOVE RANGE,88486.00,Negotiating
199,13461,2026-04-29,144000.00,Extended,,4614,504,Java Developer,69465.00,129160.00,ABOVE RANGE,44687.50,Extended
247,6188,2026-02-07,144000.00,Rescinded,,8890,503,Business Analyst,51990.00,91989.00,ABOVE RANGE,72010.50,Rescinded
413,6406,2026-02-27,144000.00,Extended,,6863,378,Full Stack Developer,95512.00,148393.00,WITHIN RANGE,22047.50,Extended
11,16953,2026-04-18,143000.00,Negotiating,,3154,441,Senior Java Developer,97279.00,156808.00,WITHIN RANGE,15956.50,Negotiating
472,27877,2026-04-02,143000.00,Declined,,8198,92,Business Analyst,78106.00,121031.00,ABOVE RANGE,43431.50,Declined
72,15092,2026-09-01,143000.00,Accepted,2026-10-03,7829,170,Data Scientist,79177.00,120868.00,ABOVE RANGE,42977.50,Accepted
391,15609,2026-05-19,143000.00,Accepted,2026-07-02,2148,61,AI Engineer,85920.00,134360.00,ABOVE RANGE,32860.00,Accepted
517,9413,2026-08-23,143000.00,Declined,,9204,304,ML Engineer,75978.00,129430.00,ABOVE RANGE,40296.00,Declined
561,28805,2026-02-04,142000.00,Extended,,4143,310,Data Analyst,28574.00,57506.00,ABOVE RANGE,98960.00,Extended
510,24451,2025-08-03,142000.00,Negotiating,,7851,682,Full Stack Developer,65145.00,91555.00,ABOVE RANGE,63650.00,Negotiating
144,9435,2025-12-14,142000.00,Declined,,9022,308,Data Scientist,57260.00,88440.00,ABOVE RANGE,69150.00,Declined
236,17309,2026-09-09,141000.00,Accepted,2026-10-27,541,311,DevOps Engineer,57720.00,104703.00,ABOVE RANGE,59788.50,Accepted
95,29224,2026-09-01,141000.00,Accepted,2026-10-09,2775,755,AI Engineer,78174.00,129421.00,ABOVE RANGE,37202.50,Accepted
408,508,2026-09-04,141000.00,Accepted,2026-10-02,9677,830,Senior Java Developer,66440.00,124106.00,ABOVE RANGE,45727.00,Accepted
424,2565,2026-08-29,141000.00,Accepted,2026-10-12,6186,58,Java Developer,35868.00,93341.00,ABOVE RANGE,76395.50,Accepted
365,23095,2026-06-02,141000.00,Accepted,2026-06-20,4288,834,AI Engineer,42018.00,101657.00,ABOVE RANGE,69162.50,Accepted
409,22961,2026-06-26,141000.00,Declined,,8205,723,ML Engineer,110223.00,135828.00,ABOVE RANGE,17974.50,Declined
54,21406,2026-05-02,141000.00,Accepted,2026-06-10,8835,878,DevOps Engineer,80220.00,133561.00,ABOVE RANGE,34109.50,Accepted
398,2414,2026-06-01,140000.00,Accepted,2026-06-26,4681,882,Full Stack Developer,34506.00,89694.00,ABOVE RANGE,77900.00,Accepted
113,25429,2026-05-24,140000.00,Accepted,2026-07-22,6243,103,Data Scientist,41247.00,63670.00,ABOVE RANGE,87541.50,Accepted
471,2727,2026-06-07,140000.00,Accepted,2026-07-05,9763,976,DevOps Engineer,93156.00,147565.00,WITHIN RANGE,19639.50,Accepted
47,6070,2026-07-25,140000.00,Declined,,1451,897,Data Scientist,64770.00,87350.00,ABOVE RANGE,63940.00,Declined
562,21899,2026-08-12,140000.00,Accepted,2026-09-10,6516,196,Senior Java Developer,69050.00,107551.00,ABOVE RANGE,51699.50,Accepted
164,1495,2026-06-30,140000.00,Extended,,996,338,DevOps Engineer,86520.00,127193.00,ABOVE RANGE,33143.50,Extended
73,20919,2026-08-08,140000.00,Accepted,2026-09-05,7967,757,Data Analyst,46852.00,103710.00,ABOVE RANGE,64719.00,Accepted
384,7851,2026-07-07,140000.00,Accepted,2026-07-25,2862,575,Java Developer,25900.00,48898.00,ABOVE RANGE,102601.00,Accepted
18,1380,2026-02-27,140000.00,Accepted,2026-04-03,4484,145,Data Scientist,97153.00,132945.00,ABOVE RANGE,24951.00,Accepted
452,14067,2025-11-22,140000.00,Accepted,2026-01-03,918,254,Full Stack Developer,118616.00,171659.00,WITHIN RANGE,-5137.50,Accepted
543,27042,2026-05-31,139000.00,Declined,,8903,587,DevOps Engineer,102176.00,161064.00,WITHIN RANGE,7380.00,Declined
224,10057,2026-09-06,139000.00,Accepted,2026-10-03,7890,84,DevOps Engineer,95080.00,147865.00,WITHIN RANGE,17527.50,Accepted
432,13497,2025-11-18,139000.00,Declined,,7154,25,AI Engineer,76134.00,114392.00,ABOVE RANGE,43737.00,Declined
372,4874,2025-08-31,138000.00,Accepted,2025-10-30,6489,74,Data Analyst,36519.00,59953.00,ABOVE RANGE,89764.00,Accepted
181,14226,2025-10-24,138000.00,Accepted,2025-11-10,7537,162,Full Stack Developer,33327.00,73293.00,ABOVE RANGE,84690.00,Accepted
549,2584,2026-07-20,138000.00,Declined,,1270,953,Full Stack Developer,46180.00,97293.00,ABOVE RANGE,66263.50,Declined
514,12613,2025-08-21,138000.00,Negotiating,,7109,36,Senior Java Developer,82692.00,114601.00,ABOVE RANGE,39353.50,Negotiating
415,29863,2026-06-20,137000.00,Accepted,2026-08-16,6308,195,Senior Java Developer,75816.00,112086.00,ABOVE RANGE,43049.00,Accepted
525,13695,2026-08-20,137000.00,Accepted,2026-10-12,785,489,ML Engineer,67794.00,99244.00,ABOVE RANGE,53481.00,Accepted
101,8672,2026-08-22,137000.00,Accepted,2026-09-20,8581,224,Java Developer,83622.00,106852.00,ABOVE RANGE,41763.00,Accepted
378,8454,2026-04-15,137000.00,Negotiating,,7521,948,Data Scientist,62154.00,101964.00,ABOVE RANGE,54941.00,Negotiating
315,11188,2026-04-08,137000.00,Accepted,2026-06-01,3945,559,AI Engineer,119192.00,168272.00,WITHIN RANGE,-6732.00,Accepted
183,21433,2026-08-23,137000.00,Accepted,2026-10-21,4217,58,Java Developer,35868.00,93341.00,ABOVE RANGE,72395.50,Accepted
150,29431,2026-08-20,137000.00,Declined,,9202,170,Data Scientist,79177.00,120868.00,ABOVE RANGE,36977.50,Declined
511,4920,2026-09-05,137000.00,Accepted,2026-11-02,2856,921,Data Analyst,20858.00,62257.00,ABOVE RANGE,95442.50,Accepted
9,8182,2026-01-09,136000.00,Extended,,6460,154,AI Engineer,53300.00,75376.00,ABOVE RANGE,71662.00,Extended
407,28676,2026-08-24,136000.00,Rescinded,,2864,324,Data Analyst,58284.00,105543.00,ABOVE RANGE,54086.50,Rescinded
130,1851,2026-04-20,136000.00,Accepted,2026-06-04,9412,835,Senior Java Developer,86552.00,129796.00,ABOVE RANGE,27826.00,Accepted
301,5438,2026-05-18,136000.00,Accepted,2026-07-16,9999,724,Senior Data Analyst,87936.00,128972.00,ABOVE RANGE,27546.00,Accepted
496,5860,2026-08-16,136000.00,Declined,,7423,870,Senior Data Analyst,82200.00,108362.00,ABOVE RANGE,40719.00,Declined
162,1598,2026-09-12,136000.00,Accepted,2026-10-01,6845,924,Senior Data Analyst,68370.00,98794.00,ABOVE RANGE,52418.00,Accepted
177,22136,2026-07-10,135000.00,Accepted,2026-08-31,7585,295,Senior Data Analyst,82635.00,117703.00,ABOVE RANGE,34831.00,Accepted
353,13951,2026-03-11,135000.00,Rescinded,,1888,990,AI Engineer,81138.00,116546.00,ABOVE RANGE,36158.00,Rescinded
323,10054,2025-10-08,135000.00,Accepted,2025-11-19,1656,7,Business Analyst,64825.00,99198.00,ABOVE RANGE,52988.50,Accepted
83,27961,2025-07-03,135000.00,Declined,,5001,203,Senior Data Analyst,118408.00,155370.00,WITHIN RANGE,-1889.00,Declined
71,6973,2025-06-03,135000.00,Declined,,5771,85,Senior Java Developer,76601.00,123145.00,ABOVE RANGE,35127.00,Declined
286,21701,2026-01-08,135000.00,Accepted,2026-02-04,9010,821,Business Analyst,61030.00,96019.00,ABOVE RANGE,56475.50,Accepted
104,25764,2026-04-14,134000.00,Negotiating,,3630,293,AI Engineer,81151.00,130954.00,ABOVE RANGE,27947.50,Negotiating
87,8377,2026-03-12,134000.00,Negotiating,,891,358,AI Engineer,34944.00,73400.00,ABOVE RANGE,79828.00,Negotiating
405,22730,2026-02-01,134000.00,Extended,,8261,126,ML Engineer,111728.00,144328.00,WITHIN RANGE,5972.00,Extended
316,29953,2026-05-25,134000.00,Rescinded,,1070,688,Java Developer,89280.00,141022.00,WITHIN RANGE,18849.00,Rescinded
67,10302,2026-06-16,134000.00,Accepted,2026-07-26,2565,968,Senior Java Developer,70710.00,111302.00,ABOVE RANGE,42994.00,Accepted
229,16035,2026-07-20,134000.00,Accepted,2026-08-06,5395,386,Senior Data Analyst,88710.00,134344.00,WITHIN RANGE,22473.00,Accepted
383,16637,2025-12-25,134000.00,Accepted,2026-01-10,8370,129,AI Engineer,95256.00,118696.00,ABOVE RANGE,27024.00,Accepted
483,5538,2026-05-01,134000.00,Negotiating,,3511,830,Senior Java Developer,66440.00,124106.00,ABOVE RANGE,38727.00,Negotiating
174,25792,2026-01-10,133000.00,Rescinded,,7996,925,Data Scientist,56400.00,97336.00,ABOVE RANGE,56132.00,Rescinded
495,27649,2026-09-03,133000.00,Declined,,941,851,Business Analyst,59510.00,108232.00,ABOVE RANGE,49129.00,Declined
140,11266,2026-03-09,133000.00,Rescinded,,1519,86,ML Engineer,115029.00,149549.00,WITHIN RANGE,711.00,Rescinded
291,27749,2026-04-23,132000.00,Negotiating,,3929,195,Senior Java Developer,75816.00,112086.00,ABOVE RANGE,38049.00,Negotiating
227,28781,2026-08-26,132000.00,Rescinded,,3627,499,DevOps Engineer,96224.00,123120.00,ABOVE RANGE,22328.00,Rescinded
440,16978,2026-01-24,131000.00,Accepted,2026-03-01,1739,6,ML Engineer,46912.00,104082.00,ABOVE RANGE,55503.00,Accepted
528,7857,2026-06-22,131000.00,Accepted,2026-07-17,6239,364,Data Analyst,64278.00,106120.00,ABOVE RANGE,45801.00,Accepted
500,5011,2026-08-21,131000.00,Negotiating,,5797,521,Data Analyst,31152.00,69366.00,ABOVE RANGE,80741.00,Negotiating
392,4411,2025-11-21,131000.00,Extended,,2086,357,Business Analyst,37137.00,69821.00,ABOVE RANGE,77521.00,Extended
443,1077,2026-09-02,131000.00,Rescinded,,8974,445,Full Stack Developer,87630.00,117873.00,ABOVE RANGE,28248.50,Rescinded
418,1030,2026-06-23,130000.00,Declined,,9818,285,DevOps Engineer,40602.00,94814.00,ABOVE RANGE,62292.00,Declined
520,23158,2026-06-20,130000.00,Accepted,2026-07-30,8113,835,Senior Java Developer,86552.00,129796.00,ABOVE RANGE,21826.00,Accepted
320,20606,2026-05-10,130000.00,Declined,,5232,725,Business Analyst,75432.00,99629.00,ABOVE RANGE,42469.50,Declined
311,8137,2025-07-16,130000.00,Extended,,3416,666,AI Engineer,71694.00,126818.00,ABOVE RANGE,30744.00,Extended
251,28968,2026-07-06,130000.00,Accepted,2026-08-21,7069,40,Senior Data Analyst,102360.00,123189.00,ABOVE RANGE,17225.50,Accepted
70,611,2026-03-11,130000.00,Declined,,5129,762,AI Engineer,50575.00,83199.00,ABOVE RANGE,63113.00,Declined
112,11924,2026-03-02,130000.00,Declined,,2555,362,Full Stack Developer,58850.00,113262.00,ABOVE RANGE,43944.00,Declined
30,18539,2026-08-27,129000.00,Accepted,2026-09-12,8009,317,AI Engineer,35799.00,84252.00,ABOVE RANGE,68974.50,Accepted
457,11137,2026-05-01,128000.00,Accepted,2026-06-30,135,924,Senior Data Analyst,68370.00,98794.00,ABOVE RANGE,44418.00,Accepted
348,6118,2026-08-16,128000.00,Accepted,2026-10-10,2625,17,DevOps Engineer,79023.00,102750.00,ABOVE RANGE,37113.50,Accepted
503,24278,2025-08-01,128000.00,Accepted,2025-08-31,7977,867,AI Engineer,99127.00,145809.00,WITHIN RANGE,5532.00,Accepted
207,26807,2026-09-06,128000.00,Accepted,2026-10-05,9604,218,Senior Data Analyst,79536.00,130399.00,WITHIN RANGE,23032.50,Accepted
466,3882,2026-08-28,127000.00,Negotiating,,7604,590,Data Scientist,60966.00,106773.00,ABOVE RANGE,43130.50,Negotiating
262,27983,2026-09-18,127000.00,Negotiating,,7991,419,ML Engineer,69066.00,102511.00,ABOVE RANGE,41211.50,Negotiating
58,11476,2026-02-25,127000.00,Rescinded,,9834,345,Senior Java Developer,69966.00,103372.00,ABOVE RANGE,40331.00,Rescinded
211,17883,2026-08-29,127000.00,Accepted,2026-10-16,6958,731,Business Analyst,47996.00,89536.00,ABOVE RANGE,58234.00,Accepted
305,9875,2026-05-05,127000.00,Accepted,2026-06-30,4649,271,Java Developer,40140.00,93730.00,ABOVE RANGE,60065.00,Accepted
31,12624,2026-05-17,127000.00,Declined,,8699,335,AI Engineer,52248.00,82471.00,ABOVE RANGE,59640.50,Declined
37,3621,2026-08-22,126000.00,Declined,,4270,167,Java Developer,54335.00,75026.00,ABOVE RANGE,61319.50,Declined
260,11459,2026-05-30,126000.00,Accepted,2026-07-06,1687,954,DevOps Engineer,43911.00,74706.00,ABOVE RANGE,66691.50,Accepted
52,11524,2026-05-30,126000.00,Extended,,8098,985,Data Scientist,112336.00,139822.00,WITHIN RANGE,-79.00,Extended
200,12491,2026-05-20,126000.00,Accepted,2026-07-03,9604,882,Full Stack Developer,34506.00,89694.00,ABOVE RANGE,63900.00,Accepted
308,13835,2026-05-10,126000.00,Extended,,6266,571,Data Scientist,37203.00,62819.00,ABOVE RANGE,75989.00,Extended
267,14671,2025-05-12,126000.00,Extended,,8909,99,Full Stack Developer,70301.00,95493.00,ABOVE RANGE,43103.00,Extended
178,6580,2026-07-05,126000.00,Accepted,2026-07-20,5922,746,ML Engineer,95641.00,136966.00,WITHIN RANGE,9696.50,Accepted
189,21616,2026-08-28,126000.00,Accepted,2026-10-07,2856,864,Data Scientist,42471.00,93648.00,ABOVE RANGE,57940.50,Accepted
107,26237,2026-06-30,126000.00,Extended,,7085,835,Senior Java Developer,86552.00,129796.00,WITHIN RANGE,17826.00,Extended
51,16656,2026-09-05,125000.00,Accepted,2026-10-30,3079,138,Full Stack Developer,73304.00,129925.00,WITHIN RANGE,23385.50,Accepted
336,29897,2025-12-20,125000.00,Declined,,2141,142,AI Engineer,32478.00,91402.00,ABOVE RANGE,63060.00,Declined
339,15656,2026-08-31,125000.00,Rescinded,,2648,198,AI Engineer,83657.00,131170.00,WITHIN RANGE,17586.50,Rescinded
446,10102,2026-03-23,124000.00,Declined,,4310,393,Java Developer,49920.00,96174.00,ABOVE RANGE,50953.00,Declined
536,16352,2026-07-05,124000.00,Accepted,2026-08-31,9283,457,Senior Java Developer,103803.00,127468.00,WITHIN RANGE,8364.50,Accepted
65,24467,2026-08-25,123000.00,Declined,,6283,960,AI Engineer,59596.00,101706.00,ABOVE RANGE,42349.00,Declined
410,22609,2025-09-18,123000.00,Extended,,7403,682,Full Stack Developer,65145.00,91555.00,ABOVE RANGE,44650.00,Extended
159,8558,2025-10-02,122000.00,Accepted,2025-10-16,7125,791,Data Analyst,79470.00,115764.00,ABOVE RANGE,24383.00,Accepted
341,275,2026-05-20,122000.00,Declined,,5016,43,AI Engineer,111200.00,163366.00,WITHIN RANGE,-15283.00,Declined
499,13558,2026-08-22,122000.00,Accepted,2026-09-14,2319,148,Java Developer,52472.00,103028.00,ABOVE RANGE,44250.00,Accepted
153,25402,2026-06-04,121000.00,Accepted,2026-06-18,7397,184,Data Analyst,62510.00,97854.00,ABOVE RANGE,40818.00,Accepted
245,6683,2026-08-13,121000.00,Declined,,9511,752,ML Engineer,42504.00,67346.00,ABOVE RANGE,66075.00,Declined
230,12120,2026-04-17,121000.00,Negotiating,,2750,825,Senior Data Analyst,80334.00,110280.00,ABOVE RANGE,25693.00,Negotiating
502,5849,2025-12-09,121000.00,Accepted,2026-01-27,8825,741,Full Stack Developer,53555.00,82521.00,ABOVE RANGE,52962.00,Accepted
167,1029,2026-07-19,121000.00,Accepted,2026-08-02,2805,955,AI Engineer,104488.00,150097.00,WITHIN RANGE,-6292.50,Accepted
382,9769,2026-08-27,120000.00,Accepted,2026-10-08,5416,311,DevOps Engineer,57720.00,104703.00,ABOVE RANGE,38788.50,Accepted
141,19052,2026-06-19,120000.00,Accepted,2026-07-19,7071,281,AI Engineer,76230.00,103657.00,ABOVE RANGE,30056.50,Accepted
317,23872,2026-03-13,120000.00,Declined,,2536,849,Senior Data Analyst,53444.00,82638.00,ABOVE RANGE,51959.00,Declined
16,22596,2026-06-15,120000.00,Declined,,9761,441,Senior Java Developer,97279.00,156808.00,WITHIN RANGE,-7043.50,Declined
201,12341,2026-04-29,120000.00,Negotiating,,7461,731,Business Analyst,47996.00,89536.00,ABOVE RANGE,51234.00,Negotiating
49,9019,2025-05-25,120000.00,Extended,,2246,352,Full Stack Developer,80154.00,129112.00,WITHIN RANGE,15367.00,Extended
244,23018,2026-03-26,119000.00,Rescinded,,1787,827,Business Analyst,71323.00,100515.00,ABOVE RANGE,33081.00,Rescinded
166,3003,2025-11-23,119000.00,Accepted,2026-01-03,4016,284,AI Engineer,98917.00,146428.00,WITHIN RANGE,-3672.50,Accepted
567,2405,2025-12-21,119000.00,Extended,,6634,945,Senior Data Analyst,91777.00,133887.00,WITHIN RANGE,6168.00,Extended
93,2615,2025-06-04,119000.00,Accepted,2025-06-29,5178,401,Senior Data Analyst,77094.00,124539.00,WITHIN RANGE,18183.50,Accepted
123,17112,2026-09-07,119000.00,Accepted,2026-11-02,1618,672,Senior Data Analyst,107632.00,156153.00,WITHIN RANGE,-12892.50,Accepted
480,20889,2026-08-24,118000.00,Extended,,3324,762,AI Engineer,50575.00,83199.00,ABOVE RANGE,51113.00,Extended
556,14723,2025-11-08,118000.00,Accepted,2025-12-01,5710,173,Senior Data Analyst,62825.00,90549.00,ABOVE RANGE,41313.00,Accepted
146,27532,2026-07-22,117000.00,Accepted,2026-09-12,1348,509,Data Scientist,31437.00,70968.00,ABOVE RANGE,65797.50,Accepted
197,28218,2025-11-25,117000.00,Declined,,7085,746,ML Engineer,95641.00,136966.00,WITHIN RANGE,696.50,Declined
253,4946,2026-02-28,117000.00,Negotiating,,770,499,DevOps Engineer,96224.00,123120.00,WITHIN RANGE,7328.00,Negotiating
552,20914,2025-03-07,117000.00,Accepted,2025-05-05,5933,784,Senior Data Analyst,84000.00,142432.00,WITHIN RANGE,3784.00,Accepted
553,23145,2025-11-15,117000.00,Accepted,2025-12-05,5038,614,Full Stack Developer,63690.00,103636.00,ABOVE RANGE,33337.00,Accepted
246,196,2026-02-10,117000.00,Accepted,2026-03-22,3309,215,Java Developer,43428.00,68290.00,ABOVE RANGE,61141.00,Accepted
257,16137,2026-04-06,117000.00,Extended,,8159,821,Business Analyst,61030.00,96019.00,ABOVE RANGE,38475.50,Extended
151,4137,2026-06-23,117000.00,Accepted,2026-08-09,2885,558,Data Analyst,30519.00,58649.00,ABOVE RANGE,72416.00,Accepted
482,13270,2026-06-14,117000.00,Accepted,2026-07-21,8647,265,Senior Data Analyst,84707.00,140111.00,WITHIN RANGE,4591.00,Accepted
173,10500,2025-11-08,117000.00,Extended,,7073,418,Data Scientist,115080.00,153773.00,WITHIN RANGE,-17426.50,Extended
293,241,2026-04-11,117000.00,Accepted,2026-05-14,7687,740,Data Analyst,51055.00,95273.00,ABOVE RANGE,43836.00,Accepted
512,27530,2026-07-23,117000.00,Accepted,2026-09-15,5032,859,Full Stack Developer,92200.00,137280.00,WITHIN RANGE,2260.00,Accepted
143,16482,2026-07-15,117000.00,Accepted,2026-08-04,9264,88,Business Analyst,88529.00,129247.00,WITHIN RANGE,8112.00,Accepted
163,6868,2026-05-23,116000.00,Accepted,2026-07-12,782,666,AI Engineer,71694.00,126818.00,WITHIN RANGE,16744.00,Accepted
74,16641,2026-08-10,116000.00,Negotiating,,3286,641,Senior Data Analyst,60414.00,103787.00,ABOVE RANGE,33899.50,Negotiating
226,26703,2026-09-03,116000.00,Accepted,2026-10-24,2280,511,Business Analyst,75817.00,111959.00,ABOVE RANGE,22112.00,Accepted
332,15346,2026-08-17,116000.00,Accepted,2026-09-02,4091,534,AI Engineer,44433.00,76825.00,ABOVE RANGE,55371.00,Accepted
20,15739,2026-08-04,115000.00,Declined,,8278,684,AI Engineer,97576.00,150027.00,WITHIN RANGE,-8801.50,Declined
453,2896,2026-04-01,115000.00,Accepted,2026-05-17,7430,565,Full Stack Developer,74095.00,98763.00,ABOVE RANGE,28571.00,Accepted
133,28459,2026-09-03,115000.00,Accepted,2026-10-26,47,301,AI Engineer,36633.00,72086.00,ABOVE RANGE,60640.50,Accepted
217,11170,2026-03-05,115000.00,Accepted,2026-04-11,3667,743,Data Analyst,33363.00,91789.00,ABOVE RANGE,52424.00,Accepted
538,13259,2026-08-25,115000.00,Accepted,2026-09-14,1660,640,AI Engineer,70623.00,110881.00,ABOVE RANGE,24248.00,Accepted
132,9556,2026-06-21,114000.00,Accepted,2026-08-17,3739,113,DevOps Engineer,53230.00,89653.00,ABOVE RANGE,42558.50,Accepted
303,26076,2026-01-26,114000.00,Accepted,2026-03-04,8721,575,Java Developer,25900.00,48898.00,ABOVE RANGE,76601.00,Accepted
416,10451,2025-05-02,114000.00,Accepted,2025-05-28,9396,307,Senior Data Analyst,101444.00,124971.00,WITHIN RANGE,792.50,Accepted
275,18400,2026-05-21,114000.00,Accepted,2026-07-03,1626,664,Senior Data Analyst,90720.00,124349.00,WITHIN RANGE,6465.50,Accepted
231,29100,2026-09-02,114000.00,Extended,,9451,265,Senior Data Analyst,84707.00,140111.00,WITHIN RANGE,1591.00,Extended
223,26627,2026-01-24,114000.00,Extended,,7790,336,AI Engineer,115256.00,149141.00,BELOW RANGE,-18198.50,Extended
439,19208,2026-09-01,114000.00,Accepted,2026-09-26,4190,755,AI Engineer,78174.00,129421.00,WITHIN RANGE,10202.50,Accepted
182,20095,2026-04-23,114000.00,Negotiating,,4947,117,Data Scientist,31242.00,70261.00,ABOVE RANGE,63248.50,Negotiating
350,3546,2026-05-20,113000.00,Rescinded,,3260,836,Java Developer,22304.00,58622.00,ABOVE RANGE,72537.00,Rescinded
88,6921,2026-08-30,113000.00,Accepted,2026-10-25,8520,803,Java Developer,29852.00,75367.00,ABOVE RANGE,60390.50,Accepted
361,23895,2026-06-23,113000.00,Declined,,2669,646,Senior Data Analyst,111992.00,134586.00,WITHIN RANGE,-10289.00,Declined
329,12155,2026-08-01,113000.00,Extended,,7760,306,Java Developer,103656.00,157796.00,WITHIN RANGE,-17726.00,Extended
255,17994,2026-02-28,113000.00,Negotiating,,2210,640,AI Engineer,70623.00,110881.00,ABOVE RANGE,22248.00,Negotiating
