"job_id","job_code","job_title","job_status","department_id","end_client_id","vendor_id","location_id","assigned_recruiter_id","experience_required","employment_type","work_mode","bill_rate","bill_rate_type","min_salary","max_salary","opened_date","closed_date","job_age_days","total_applications","screening_count","submitted_to_client_count","interview_count","total_offers","total_hires","total_placements","placement_rate"
90,JOB-2026-00090,Data Analyst,Open,7,4,16,15,4,5,Contract-to-Hire,Remote,81.82,Hourly,54235.00,96742.00,2025-03-28,,503,43,8,3,4,2,0,1,2.33
260,JOB-2026-00260,Senior Java Developer,Filled,7,10,17,8,4,8,Full-time,Onsite,96.37,Hourly,107296.00,147786.00,2026-07-20,2026-08-29,40,42,6,8,4,1,0,1,2.38
343,JOB-2026-00343,Senior Java Developer,Open,7,1,17,20,3,7,Full-time,Onsite,88.99,Hourly,95403.00,133346.00,2025-06-05,,434,42,11,6,4,1,1,1,2.38
751,JOB-2026-00751,DevOps Engineer,Open,2,21,17,2,2,6,Contract,Hybrid,99.99,Hourly,83832.00,106603.00,2025-06-10,,429,42,7,4,5,1,0,1,2.38
457,JOB-2026-00457,Senior Java Developer,Filled,7,6,15,16,4,7,Contract,Remote,59.71,Hourly,103803.00,127468.00,2026-05-18,2026-06-16,29,42,6,4,3,1,0,1,2.38
86,JOB-2026-00086,ML Engineer,Closed,2,9,15,12,2,9,Full-time,Onsite,98.19,Hourly,115029.00,149549.00,2025-12-08,2026-01-06,29,42,5,7,4,2,5,1,2.38
809,JOB-2026-00809,AI Engineer,Open,7,21,13,15,4,5,Contract-to-Hire,Hybrid,63.59,Hourly,73080.00,116851.00,2025-10-26,,291,42,9,6,6,1,1,1,2.38
541,JOB-2026-00541,Senior Java Developer,Closed,6,23,14,11,4,6,Contract-to-Hire,Onsite,65.05,Hourly,71148.00,104902.00,2026-05-01,2026-07-25,85,42,6,8,5,2,2,1,2.38
752,JOB-2026-00752,ML Engineer,Filled,7,1,11,4,2,4,Contract-to-Hire,Remote,87.06,Hourly,42504.00,67346.00,2026-06-01,2026-08-08,68,41,11,4,5,2,0,1,2.44
737,JOB-2026-00737,Full Stack Developer,Open,2,6,11,10,4,4,Full-time,Onsite,70.73,Hourly,56668.00,115208.00,2025-10-14,,303,41,9,5,3,2,3,1,2.44
195,JOB-2026-00195,Senior Java Developer,Open,7,2,15,4,3,6,Contract,Remote,93.87,Hourly,75816.00,112086.00,2026-03-03,,163,41,4,6,7,2,1,1,2.44
159,JOB-2026-00159,Senior Java Developer,Closed,6,5,11,3,2,7,Contract,Onsite,74.48,Hourly,90678.00,117660.00,2025-04-04,2025-07-25,112,41,7,3,2,1,2,1,2.44
81,JOB-2026-00081,Data Analyst,Open,7,6,13,19,3,2,Contract,Hybrid,46.80,Hourly,28690.00,62788.00,2026-01-21,,204,41,8,5,6,1,3,1,2.44
836,JOB-2026-00836,Java Developer,Open,6,3,12,2,4,2,Full-time,Remote,87.70,Hourly,22304.00,58622.00,2025-07-01,,408,41,14,2,4,2,0,1,2.44
871,JOB-2026-00871,Business Analyst,Filled,7,9,12,4,3,6,Contract-to-Hire,Onsite,113.01,Hourly,78420.00,102967.00,2025-06-26,2025-08-03,38,41,6,2,4,1,3,1,2.44
638,JOB-2026-00638,ML Engineer,Closed,7,4,14,18,2,4,Full-time,Remote,107.34,Hourly,57088.00,101831.00,2025-05-09,2025-05-31,22,41,8,9,1,1,3,1,2.44
215,JOB-2026-00215,Java Developer,Open,7,2,15,11,1,4,Contract,Onsite,118.82,Hourly,43428.00,68290.00,2025-12-17,,239,40,9,3,1,2,2,1,2.50
584,JOB-2026-00584,Data Scientist,Closed,7,23,14,3,4,3,Contract-to-Hire,Hybrid,98.14,Hourly,43464.00,89172.00,2025-12-12,2026-02-09,59,40,7,5,6,1,0,1,2.50
627,JOB-2026-00627,Full Stack Developer,Open,7,1,15,21,3,7,Contract,Hybrid,49.85,Hourly,95473.00,126164.00,2025-11-11,,275,40,6,3,7,1,2,1,2.50
667,JOB-2026-00667,ML Engineer,Filled,7,22,17,14,4,7,Contract-to-Hire,Remote,115.71,Hourly,81424.00,107451.00,2025-12-23,2026-03-07,74,40,7,6,3,1,2,1,2.50
335,JOB-2026-00335,AI Engineer,Open,2,10,12,1,3,4,Contract-to-Hire,Onsite,95.50,Hourly,52248.00,82471.00,2025-03-29,,502,40,7,3,8,3,1,1,2.50
293,JOB-2026-00293,AI Engineer,Open,6,7,15,18,1,7,Full-time,Remote,80.25,Hourly,81151.00,130954.00,2026-02-18,,176,40,8,5,4,2,2,1,2.50
544,JOB-2026-00544,Java Developer,Filled,6,1,17,1,4,6,Full-time,Onsite,55.92,Hourly,82188.00,122153.00,2025-04-06,2025-05-13,37,40,8,5,3,1,0,1,2.50
808,JOB-2026-00808,Full Stack Developer,Open,2,8,16,19,3,4,Contract,Remote,87.55,Hourly,48516.00,90958.00,2025-10-30,,287,40,11,4,4,2,2,1,2.50
224,JOB-2026-00224,Java Developer,Open,2,23,13,9,3,7,Contract,Hybrid,108.66,Hourly,83622.00,106852.00,2026-05-02,,103,40,10,6,2,2,2,1,2.50
209,JOB-2026-00209,AI Engineer,Open,7,10,12,11,2,7,Full-time,Hybrid,54.20,Hourly,82544.00,103850.00,2026-06-24,,50,40,8,5,5,1,0,1,2.50
317,JOB-2026-00317,AI Engineer,Filled,6,2,14,1,2,3,Full-time,Onsite,86.49,Hourly,35799.00,84252.00,2025-11-29,2026-02-26,89,39,8,6,6,1,2,1,2.56
805,JOB-2026-00805,Data Scientist,Filled,2,9,14,3,4,4,Full-time,Remote,116.61,Hourly,55144.00,79721.00,2025-01-08,2025-03-16,67,39,2,2,2,1,1,1,2.56
537,JOB-2026-00537,Java Developer,Closed,7,4,15,15,1,4,Contract,Onsite,89.69,Hourly,58040.00,83594.00,2025-05-18,2025-07-17,60,39,8,6,4,1,1,1,2.56
745,JOB-2026-00745,Full Stack Developer,Closed,2,21,14,18,3,7,Contract-to-Hire,Hybrid,63.63,Hourly,80325.00,119992.00,2025-08-26,2025-12-20,116,39,4,6,8,1,0,1,2.56
416,JOB-2026-00416,AI Engineer,Closed,7,21,16,16,3,3,Contract,Remote,93.27,Hourly,30540.00,65765.00,2026-06-17,2026-08-14,58,39,2,2,5,1,2,1,2.56
63,JOB-2026-00063,ML Engineer,Closed,2,8,13,21,3,7,Contract-to-Hire,Hybrid,95.23,Hourly,84637.00,105252.00,2026-04-22,2026-05-16,24,39,8,7,3,1,2,1,2.56
170,JOB-2026-00170,Data Scientist,Open,7,7,16,6,2,7,Contract,Hybrid,92.58,Hourly,79177.00,120868.00,2026-07-28,,16,39,4,6,3,2,3,1,2.56
906,JOB-2026-00906,Full Stack Developer,Closed,6,8,12,3,1,7,Contract-to-Hire,Remote,117.94,Hourly,80668.00,131418.00,2025-10-22,2025-11-13,22,39,7,0,8,1,0,1,2.56
384,JOB-2026-00384,Java Developer,Closed,7,8,16,13,2,2,Contract,Onsite,96.45,Hourly,24330.00,51931.00,2025-02-23,2025-04-17,53,39,12,5,3,1,1,1,2.56
405,JOB-2026-00405,Full Stack Developer,Open,6,6,13,11,2,4,Contract-to-Hire,Hybrid,42.57,Hourly,52692.00,97168.00,2025-05-20,,450,38,5,6,5,3,2,1,2.63
733,JOB-2026-00733,Data Scientist,Open,2,7,15,19,2,7,Full-time,Hybrid,90.61,Hourly,84924.00,123725.00,2025-12-16,,240,38,8,2,4,1,1,1,2.63
254,JOB-2026-00254,Full Stack Developer,Closed,6,9,14,17,4,8,Full-time,Hybrid,95.35,Hourly,118616.00,171659.00,2025-05-18,2025-06-08,21,38,7,4,6,1,1,1,2.63
757,JOB-2026-00757,Data Analyst,Open,7,21,12,15,3,4,Contract,Remote,78.64,Hourly,46852.00,103710.00,2026-05-16,,89,38,7,4,6,2,2,1,2.63
386,JOB-2026-00386,Senior Data Analyst,Open,2,21,15,17,2,6,Contract-to-Hire,Remote,94.22,Hourly,88710.00,134344.00,2026-04-18,,117,38,5,5,4,1,1,1,2.63
942,JOB-2026-00942,Data Analyst,Open,7,8,11,12,4,4,Full-time,Remote,72.24,Hourly,43964.00,77535.00,2025-07-10,,399,38,9,4,4,1,0,1,2.63
878,JOB-2026-00878,DevOps Engineer,Open,6,4,11,6,4,7,Contract-to-Hire,Remote,96.99,Hourly,80220.00,133561.00,2026-01-15,,210,37,9,6,4,1,2,1,2.70
746,JOB-2026-00746,ML Engineer,Open,7,8,13,12,1,7,Contract,Remote,71.85,Hourly,95641.00,136966.00,2025-09-11,,336,37,11,4,5,2,0,1,2.70
558,JOB-2026-00558,Data Analyst,Closed,2,10,11,5,1,3,Contract-to-Hire,Onsite,79.90,Hourly,30519.00,58649.00,2025-11-13,2025-12-29,46,37,9,2,5,2,2,1,2.70
798,JOB-2026-00798,Java Developer,Open,6,6,15,14,4,5,Contract-to-Hire,Remote,100.11,Hourly,69140.00,91077.00,2025-06-09,,430,37,8,7,3,2,0,1,2.70
344,JOB-2026-00344,Full Stack Developer,Closed,6,8,14,6,2,4,Contract-to-Hire,Remote,58.10,Hourly,56460.00,116090.00,2026-04-26,2026-06-29,64,37,4,4,3,1,0,1,2.70
103,JOB-2026-00103,Data Scientist,Filled,2,6,13,18,4,3,Full-time,Onsite,60.27,Hourly,41247.00,63670.00,2025-10-28,2025-11-17,20,37,7,5,4,1,1,1,2.70
89,JOB-2026-00089,Data Analyst,Filled,7,7,14,15,1,2,Full-time,Remote,92.15,Hourly,26040.00,64853.00,2025-03-20,2025-06-07,79,37,10,4,1,1,1,1,2.70
806,JOB-2026-00806,Business Analyst,Open,2,23,14,12,1,7,Contract-to-Hire,Hybrid,97.33,Hourly,100625.00,122179.00,2026-03-26,,140,37,5,3,4,1,0,1,2.70
187,JOB-2026-00187,AI Engineer,Closed,2,6,17,8,2,3,Contract-to-Hire,Remote,91.57,Hourly,32469.00,61644.00,2025-05-07,2025-07-15,69,37,5,5,2,1,4,1,2.70
535,JOB-2026-00535,Full Stack Developer,Filled,2,8,15,6,4,8,Contract-to-Hire,Hybrid,97.00,Hourly,84248.00,115220.00,2026-06-05,2026-08-06,62,37,4,3,5,1,1,1,2.70
430,JOB-2026-00430,ML Engineer,Filled,2,3,15,12,3,6,Contract,Remote,72.96,Hourly,77814.00,104094.00,2026-07-02,2026-07-18,16,37,9,3,4,1,3,1,2.70
658,JOB-2026-00658,Full Stack Developer,Closed,2,8,14,1,4,7,Full-time,Hybrid,102.58,Hourly,91847.00,119350.00,2025-07-20,2025-11-13,116,37,13,2,4,1,0,1,2.70
482,JOB-2026-00482,Senior Java Developer,Closed,6,22,16,10,4,10,Contract-to-Hire,Remote,50.01,Hourly,149300.00,201197.00,2025-11-07,2026-02-16,101,37,3,5,6,1,2,1,2.70
534,JOB-2026-00534,AI Engineer,Open,7,1,16,5,3,3,Full-time,Hybrid,117.47,Hourly,44433.00,76825.00,2026-07-03,,41,37,8,2,2,1,2,1,2.70
295,JOB-2026-00295,Senior Data Analyst,Closed,2,22,17,8,3,7,Contract,Hybrid,47.44,Hourly,82635.00,117703.00,2025-11-20,2025-12-06,16,37,3,4,4,1,2,1,2.70
9,JOB-2026-00009,ML Engineer,Filled,6,10,12,12,2,8,Contract,Remote,83.15,Hourly,91704.00,144975.00,2025-04-19,2025-07-07,79,36,5,6,4,1,3,1,2.78
500,JOB-2026-00500,Data Scientist,Closed,7,9,15,9,4,6,Contract-to-Hire,Hybrid,79.91,Hourly,70554.00,119793.00,2025-03-21,2025-06-19,90,36,3,5,5,2,3,1,2.78
659,JOB-2026-00659,ML Engineer,Open,6,23,13,11,3,7,Full-time,Onsite,116.73,Hourly,83846.00,104118.00,2026-03-01,,165,36,6,4,5,1,3,1,2.78
401,JOB-2026-00401,Senior Data Analyst,Open,7,9,11,18,3,6,Full-time,Remote,57.54,Hourly,77094.00,124539.00,2025-01-05,,585,36,6,3,5,2,3,1,2.78
747,JOB-2026-00747,Full Stack Developer,Closed,7,7,11,9,3,7,Contract,Hybrid,65.41,Hourly,93625.00,129016.00,2025-01-30,2025-05-25,115,36,11,3,4,2,0,1,2.78
440,JOB-2026-00440,Data Scientist,Filled,2,2,12,16,4,3,Contract-to-Hire,Onsite,101.19,Hourly,38937.00,71984.00,2025-12-13,2026-02-17,66,36,7,5,2,1,0,1,2.78
271,JOB-2026-00271,Java Developer,Open,7,5,12,6,1,3,Full-time,Onsite,103.97,Hourly,40140.00,93730.00,2025-05-26,,444,35,7,2,4,2,1,1,2.86
129,JOB-2026-00129,AI Engineer,Filled,7,21,17,1,2,8,Contract,Hybrid,118.23,Hourly,95256.00,118696.00,2025-04-13,2025-05-10,27,35,6,5,4,2,1,1,2.86
152,JOB-2026-00152,Business Analyst,Closed,2,9,16,18,3,5,Contract-to-Hire,Remote,41.37,Hourly,69980.00,91010.00,2025-01-07,2025-01-24,17,35,5,5,4,2,2,1,2.86
251,JOB-2026-00251,Senior Data Analyst,Filled,2,6,17,8,1,8,Contract-to-Hire,Onsite,66.56,Hourly,99960.00,153274.00,2026-07-30,2026-09-26,58,35,10,4,3,1,3,1,2.86
265,JOB-2026-00265,Senior Data Analyst,Filled,6,9,17,16,4,7,Contract-to-Hire,Onsite,63.71,Hourly,84707.00,140111.00,2025-10-17,2025-12-18,62,35,8,6,2,2,1,1,2.86
439,JOB-2026-00439,Full Stack Developer,Filled,6,8,15,4,1,8,Contract,Remote,71.58,Hourly,104080.00,135830.00,2025-01-14,2025-03-20,65,35,7,6,3,2,1,1,2.86
449,JOB-2026-00449,AI Engineer,Open,7,10,14,20,2,6,Contract,Hybrid,116.64,Hourly,63702.00,118818.00,2025-08-08,,370,35,5,6,1,1,4,1,2.86
804,JOB-2026-00804,Data Analyst,Filled,7,23,12,17,4,3,Contract-to-Hire,Onsite,48.89,Hourly,44193.00,94416.00,2026-04-16,2026-05-31,45,34,6,3,3,1,3,1,2.94
84,JOB-2026-00084,DevOps Engineer,Open,2,22,11,1,4,8,Contract,Remote,113.69,Hourly,95080.00,147865.00,2026-07-27,,17,34,9,2,2,2,1,1,2.94
674,JOB-2026-00674,Senior Data Analyst,Filled,7,2,15,16,3,7,Contract,Hybrid,43.77,Hourly,75453.00,122655.00,2025-11-05,2026-01-10,66,34,9,2,3,1,1,1,2.94
728,JOB-2026-00728,Senior Java Developer,Open,2,7,16,16,3,7,Contract,Remote,89.75,Hourly,78204.00,99822.00,2025-12-01,,255,34,5,5,3,1,1,1,2.94
943,JOB-2026-00943,AI Engineer,Closed,2,8,11,11,4,5,Contract-to-Hire,Remote,42.48,Hourly,67550.00,126195.00,2026-05-05,2026-08-14,101,34,3,5,1,1,1,1,2.94
88,JOB-2026-00088,Business Analyst,Closed,6,5,17,19,3,7,Full-time,Hybrid,68.16,Hourly,88529.00,129247.00,2025-06-04,2025-09-07,95,34,8,5,2,1,1,1,2.94
322,JOB-2026-00322,DevOps Engineer,Open,6,9,16,2,1,4,Contract,Remote,54.29,Hourly,49276.00,90417.00,2026-02-24,,170,33,10,2,3,2,1,1,3.03
867,JOB-2026-00867,AI Engineer,Closed,6,10,11,19,3,7,Contract-to-Hire,Remote,101.97,Hourly,99127.00,145809.00,2025-05-28,2025-06-12,15,33,8,2,5,2,1,1,3.03
545,JOB-2026-00545,ML Engineer,Closed,6,6,17,13,4,9,Contract,Onsite,119.17,Hourly,128655.00,153241.00,2026-04-11,2026-05-17,36,33,3,8,6,1,1,1,3.03
559,JOB-2026-00559,AI Engineer,Open,2,23,17,17,1,8,Contract,Onsite,91.84,Hourly,119192.00,168272.00,2025-12-03,,253,32,8,2,6,1,2,1,3.13
21,JOB-2026-00021,ML Engineer,Closed,7,1,11,5,3,8,Contract-to-Hire,Onsite,118.38,Hourly,112016.00,148473.00,2025-02-22,2025-04-13,50,32,8,4,3,1,1,1,3.13
308,JOB-2026-00308,Data Scientist,Closed,2,8,14,18,3,4,Contract-to-Hire,Onsite,50.81,Hourly,57260.00,88440.00,2025-01-30,2025-03-27,56,31,6,2,5,2,2,1,3.23
902,JOB-2026-00902,Senior Java Developer,Closed,7,5,13,15,1,8,Contract,Remote,46.78,Hourly,102416.00,131089.00,2025-12-21,2026-03-08,77,31,5,7,5,1,2,1,3.23
859,JOB-2026-00859,Full Stack Developer,Closed,6,23,14,6,3,8,Contract-to-Hire,Hybrid,65.82,Hourly,92200.00,137280.00,2025-07-27,2025-09-23,58,30,9,3,1,1,2,1,3.33
197,JOB-2026-00197,AI Engineer,Open,6,9,13,11,1,8,Contract,Onsite,100.71,Hourly,115816.00,151880.00,2025-06-04,,435,29,7,2,4,1,1,1,3.45
702,JOB-2026-00702,Senior Java Developer,Open,7,8,11,1,4,10,Full-time,Hybrid,64.22,Hourly,108790.00,159196.00,2026-03-03,,163,29,5,6,3,1,2,1,3.45
346,JOB-2026-00346,Business Analyst,Filled,2,1,15,15,1,7,Contract-to-Hire,Remote,106.16,Hourly,102795.00,161710.00,2026-07-04,2026-10-27,115,28,7,3,5,1,1,1,3.57
699,JOB-2026-00699,Data Scientist,Open,6,2,11,20,2,5,Contract-to-Hire,Remote,81.59,Hourly,62730.00,83152.00,2026-05-12,,93,27,4,3,6,1,1,1,3.70
310,JOB-2026-00310,Data Analyst,Closed,6,8,17,10,4,2,Contract,Hybrid,101.27,Hourly,28574.00,57506.00,2025-12-19,2026-04-01,103,26,3,1,4,2,1,1,3.85
40,JOB-2026-00040,Senior Data Analyst,Closed,2,21,17,5,4,8,Full-time,Hybrid,54.09,Hourly,102360.00,123189.00,2026-03-07,2026-05-07,61,26,6,2,5,1,2,1,3.85
767,JOB-2026-00767,Senior Java Developer,Filled,7,22,14,20,2,10,Contract,Hybrid,110.10,Hourly,128520.00,160186.00,2025-01-26,2025-03-26,59,26,6,2,5,1,1,1,3.85
884,JOB-2026-00884,Senior Java Developer,Filled,7,9,17,7,2,9,Contract-to-Hire,Hybrid,65.43,Hourly,117342.00,166053.00,2025-05-27,2025-09-03,99,25,2,3,3,1,2,1,4.00
672,JOB-2026-00672,Senior Data Analyst,Open,2,23,14,2,4,8,Full-time,Hybrid,73.70,Hourly,107632.00,156153.00,2025-11-22,,264,24,2,2,1,1,2,1,4.17
881,JOB-2026-00881,Senior Java Developer,Open,6,22,14,15,1,8,Contract-to-Hire,Hybrid,93.04,Hourly,98224.00,130642.00,2026-05-15,,90,23,4,3,3,1,1,1,4.35
285,JOB-2026-00285,DevOps Engineer,Filled,2,4,17,13,4,3,Full-time,Hybrid,87.12,Hourly,40602.00,94814.00,2026-03-07,2026-05-15,69,22,4,3,1,2,2,1,4.55
619,JOB-2026-00619,ML Engineer,Closed,7,23,15,17,4,5,Full-time,Remote,97.65,Hourly,57535.00,77770.00,2025-06-13,2025-06-29,16,62,12,8,6,2,2,0,0.00
860,JOB-2026-00860,DevOps Engineer,Filled,6,2,11,9,4,5,Contract-to-Hire,Hybrid,97.27,Hourly,72930.00,128205.00,2025-07-02,2025-08-11,40,62,10,6,9,2,1,0,0.00
953,JOB-2026-00953,Full Stack Developer,Open,7,7,15,5,1,4,Full-time,Hybrid,50.16,Hourly,46180.00,97293.00,2026-05-05,,100,61,15,9,8,1,1,0,0.00
300,JOB-2026-00300,ML Engineer,Open,2,22,17,12,3,7,Contract,Hybrid,62.37,Hourly,89670.00,133651.00,2025-07-08,,401,60,17,9,6,0,0,0,0.00
892,JOB-2026-00892,ML Engineer,Filled,6,23,17,2,4,5,Contract-to-Hire,Onsite,57.37,Hourly,66090.00,95352.00,2026-04-27,2026-06-19,53,60,13,2,2,0,3,0,0.00
315,JOB-2026-00315,Senior Java Developer,Filled,2,2,17,13,2,5,Contract,Onsite,59.77,Hourly,72245.00,123056.00,2025-07-05,2025-07-21,16,59,13,7,4,0,3,0,0.00
670,JOB-2026-00670,Data Scientist,Open,6,6,13,11,2,5,Full-time,Onsite,40.77,Hourly,67585.00,99769.00,2026-01-02,,223,58,12,15,1,0,0,0,0.00
730,JOB-2026-00730,Senior Data Analyst,Closed,6,9,16,17,1,4,Contract-to-Hire,Remote,88.57,Hourly,47356.00,104410.00,2026-05-31,2026-08-07,68,58,12,9,5,3,2,0,0.00
280,JOB-2026-00280,Java Developer,Closed,6,2,15,7,3,5,Full-time,Remote,54.95,Hourly,69745.00,129342.00,2025-01-07,2025-02-20,44,58,7,7,6,0,4,0,0.00
19,JOB-2026-00019,Data Analyst,Closed,2,6,11,12,2,5,Full-time,Remote,52.62,Hourly,73060.00,99612.00,2025-03-17,2025-04-17,31,58,14,7,6,0,2,0,0.00
983,JOB-2026-00983,Data Scientist,Open,2,5,11,7,2,4,Full-time,Hybrid,85.54,Hourly,43052.00,88210.00,2025-10-10,,307,57,7,4,5,2,6,0,0.00
29,JOB-2026-00029,DevOps Engineer,Filled,6,2,17,10,2,6,Contract-to-Hire,Remote,104.53,Hourly,68340.00,93897.00,2025-10-18,2025-12-14,57,57,8,9,11,0,1,0,0.00
263,JOB-2026-00263,Senior Data Analyst,Filled,2,7,15,3,4,6,Full-time,Remote,57.70,Hourly,85824.00,120239.00,2025-07-08,2025-08-12,35,57,18,12,5,0,2,0,0.00
995,JOB-2026-00995,AI Engineer,Filled,6,2,11,5,1,5,Full-time,Hybrid,119.86,Hourly,63375.00,97173.00,2025-09-04,2025-09-23,19,57,9,6,8,0,0,0,0.00
966,JOB-2026-00966,Business Analyst,Closed,2,8,12,20,4,5,Full-time,Onsite,41.84,Hourly,68270.00,102254.00,2025-08-26,2025-11-05,71,56,13,7,6,0,0,0,0.00
484,JOB-2026-00484,Full Stack Developer,Open,2,10,17,2,4,6,Full-time,Remote,40.63,Hourly,83172.00,104458.00,2026-04-06,,129,55,14,5,8,1,2,0,0.00
36,JOB-2026-00036,Senior Java Developer,Open,2,8,13,13,3,6,Contract,Hybrid,100.16,Hourly,82692.00,114601.00,2025-02-21,,538,55,4,10,7,1,0,0,0.00
316,JOB-2026-00316,AI Engineer,Filled,2,9,15,9,1,6,Contract-to-Hire,Onsite,91.08,Hourly,79122.00,119576.00,2025-11-27,2026-03-17,110,55,6,8,6,2,2,0,0.00
398,JOB-2026-00398,Java Developer,Filled,2,3,13,4,1,2,Full-time,Hybrid,51.30,Hourly,29436.00,85211.00,2025-05-21,2025-08-19,90,55,14,9,0,0,2,0,0.00
110,JOB-2026-00110,Data Scientist,Open,7,8,11,18,3,5,Full-time,Onsite,69.51,Hourly,70835.00,105530.00,2025-05-05,,465,55,10,7,7,0,1,0,0.00
662,JOB-2026-00662,DevOps Engineer,Open,6,8,16,6,3,3,Contract-to-Hire,Remote,92.20,Hourly,44052.00,89113.00,2025-01-26,,564,54,6,6,2,1,2,0,0.00
856,JOB-2026-00856,Full Stack Developer,Filled,6,21,11,19,2,6,Contract-to-Hire,Hybrid,41.93,Hourly,88176.00,142435.00,2025-02-08,2025-04-19,70,54,16,3,4,0,0,0,0.00
391,JOB-2026-00391,Business Analyst,Filled,6,1,16,9,4,7,Full-time,Hybrid,96.00,Hourly,84364.00,133585.00,2025-01-20,2025-02-04,15,54,8,6,5,0,1,0,0.00
623,JOB-2026-00623,Full Stack Developer,Filled,7,7,12,8,4,4,Contract-to-Hire,Remote,98.10,Hourly,50624.00,88239.00,2025-07-28,2025-11-16,111,54,9,8,3,0,2,0,0.00
963,JOB-2026-00963,Senior Java Developer,Open,2,10,16,10,3,6,Full-time,Onsite,59.25,Hourly,61962.00,119092.00,2025-03-03,,528,53,10,6,10,0,1,0,0.00
380,JOB-2026-00380,Data Analyst,Open,6,6,17,10,3,5,Contract-to-Hire,Remote,42.83,Hourly,68595.00,122192.00,2026-04-26,,109,53,8,3,3,0,3,0,0.00
376,JOB-2026-00376,DevOps Engineer,Open,7,1,11,5,1,6,Contract-to-Hire,Hybrid,110.79,Hourly,77706.00,125049.00,2025-06-07,,432,53,18,10,2,0,1,0,0.00
100,JOB-2026-00100,Business Analyst,Open,2,9,15,5,2,5,Contract-to-Hire,Remote,74.34,Hourly,52570.00,79835.00,2026-05-27,,78,53,16,5,5,0,2,0,0.00
533,JOB-2026-00533,AI Engineer,Filled,6,2,12,7,2,5,Contract,Remote,82.60,Hourly,65250.00,96480.00,2026-06-24,2026-07-17,23,53,15,5,3,1,1,0,0.00
896,JOB-2026-00896,Data Scientist,Open,7,9,16,9,4,4,Contract,Remote,107.84,Hourly,53604.00,81366.00,2026-06-30,,44,53,11,7,2,0,1,0,0.00
505,JOB-2026-00505,AI Engineer,Filled,7,2,17,1,2,6,Contract,Remote,90.41,Hourly,76662.00,132116.00,2025-02-16,2025-05-24,97,53,9,4,2,2,3,0,0.00
12,JOB-2026-00012,Senior Data Analyst,Closed,6,4,11,21,1,5,Contract-to-Hire,Onsite,58.32,Hourly,59200.00,83396.00,2025-12-13,2026-03-13,90,53,10,7,3,0,3,0,0.00
472,JOB-2026-00472,Data Scientist,Filled,7,9,17,19,3,3,Full-time,Hybrid,86.85,Hourly,38589.00,64721.00,2025-07-28,2025-11-15,110,52,10,3,5,1,4,0,0.00
189,JOB-2026-00189,Data Analyst,Closed,6,3,17,3,4,4,Contract,Remote,86.99,Hourly,50368.00,79017.00,2026-02-01,2026-05-14,102,52,13,6,4,1,3,0,0.00
591,JOB-2026-00591,Data Scientist,Open,7,4,16,3,2,3,Full-time,Onsite,60.54,Hourly,43632.00,92941.00,2025-11-18,,268,52,12,9,2,0,1,0,0.00
15,JOB-2026-00015,DevOps Engineer,Open,6,8,14,13,2,3,Full-time,Onsite,53.17,Hourly,31242.00,86669.00,2025-01-16,,574,52,14,5,4,0,4,0,0.00
351,JOB-2026-00351,Full Stack Developer,Filled,7,1,14,16,4,5,Full-time,Onsite,104.60,Hourly,57400.00,85104.00,2025-05-15,2025-07-01,47,52,13,9,2,0,3,0,0.00
971,JOB-2026-00971,DevOps Engineer,Open,6,3,17,9,4,3,Contract,Hybrid,58.33,Hourly,36153.00,61347.00,2026-06-22,,52,51,4,3,7,0,2,0,0.00
844,JOB-2026-00844,Java Developer,Closed,2,21,17,17,3,4,Contract-to-Hire,Hybrid,45.05,Hourly,46104.00,82834.00,2025-12-16,2026-01-12,27,51,12,4,5,1,1,0,0.00
253,JOB-2026-00253,Senior Java Developer,Open,2,23,12,4,3,5,Contract,Onsite,43.72,Hourly,60415.00,93254.00,2025-07-12,,397,51,10,4,6,0,4,0,0.00
382,JOB-2026-00382,ML Engineer,Filled,2,3,15,15,2,6,Full-time,Hybrid,104.63,Hourly,66510.00,104923.00,2025-10-09,2026-01-09,92,51,11,5,5,1,2,0,0.00
525,JOB-2026-00525,Business Analyst,Filled,7,2,13,15,1,7,Contract,Hybrid,66.26,Hourly,70602.00,120316.00,2026-01-29,2026-05-03,94,51,10,5,2,1,1,0,0.00
208,JOB-2026-00208,Business Analyst,Closed,7,10,12,16,2,4,Contract-to-Hire,Remote,64.72,Hourly,51756.00,110524.00,2025-01-29,2025-04-26,87,51,10,3,7,1,2,0,0.00
354,JOB-2026-00354,Data Scientist,Open,7,7,17,14,1,6,Contract,Onsite,45.19,Hourly,88452.00,132057.00,2025-02-06,,553,51,13,5,3,1,1,0,0.00
792,JOB-2026-00792,DevOps Engineer,Open,7,10,16,13,1,7,Contract,Hybrid,118.42,Hourly,96285.00,118948.00,2025-03-20,,511,51,15,7,2,0,1,0,0.00
82,JOB-2026-00082,Senior Data Analyst,Closed,2,23,15,12,1,6,Contract,Remote,48.87,Hourly,81774.00,129562.00,2026-05-13,2026-06-24,42,51,15,5,7,1,2,0,0.00
939,JOB-2026-00939,Senior Java Developer,Closed,7,1,13,8,2,5,Full-time,Remote,96.78,Hourly,67160.00,94492.00,2026-05-29,2026-08-25,88,51,9,7,7,0,3,0,0.00
634,JOB-2026-00634,Data Scientist,Open,7,4,11,4,2,5,Full-time,Hybrid,96.32,Hourly,68855.00,98301.00,2026-07-19,,25,50,7,7,5,0,1,0,0.00
